strongs	class	lemma	root_paleo	surface	count
H2986	weak-initial	𐤉𐤁𐤋	𐤅𐤁𐤋	𐤉𐤅𐤁𐤋	
H2986	related	𐤉𐤁𐤋	𐤅𐤁𐤋𐤅	𐤉𐤅𐤁𐤋𐤅	
H2986	related	𐤉𐤁𐤋	𐤅𐤁𐤋𐤅	𐤉𐤅𐤁𐤋𐤅	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃	𐤉𐤅𐤃	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃	𐤉𐤅𐤃	
H3034	weak-initial	𐤉𐤃𐤄	𐤅𐤃𐤄	𐤉𐤅𐤃𐤄	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃𐤅	𐤉𐤅𐤃𐤅	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃𐤅	𐤉𐤅𐤃𐤅	
H3034	unrelated	𐤉𐤃𐤄	𐤅𐤃𐤅	𐤉𐤅𐤃𐤅	
H1854	related	𐤃𐤒𐤒	𐤅𐤃𐤒	𐤉𐤅𐤃𐤒	
H1758	related	𐤃𐤅𐤔	𐤅𐤃𐤔	𐤉𐤅𐤃𐤔	
H2342	related	𐤇𐤅𐤋	𐤅𐤇𐤋	𐤉𐤅𐤇𐤋	
H2904	related	𐤈𐤅𐤋	𐤅𐤈𐤋	𐤉𐤅𐤈𐤋	
H3198	weak-initial	𐤉𐤊𐤇	𐤅𐤊𐤇	𐤉𐤅𐤊𐤇	
H3198	weak-initial	𐤉𐤊𐤇	𐤅𐤊𐤇	𐤉𐤅𐤊𐤇	
H3198	weak-initial	𐤉𐤊𐤇	𐤅𐤊𐤇	𐤉𐤅𐤊𐤇	
H3198	weak-initial	𐤉𐤊𐤇	𐤅𐤊𐤇	𐤉𐤅𐤊𐤇	
H3198	related	𐤉𐤊𐤇	𐤅𐤊𐤉𐤇	𐤉𐤅𐤊𐤉𐤇	
H3198	related	𐤉𐤊𐤇	𐤅𐤊𐤉𐤇	𐤉𐤅𐤊𐤉𐤇	
H3198	related	𐤉𐤊𐤇	𐤅𐤊𐤉𐤇𐤅	𐤉𐤅𐤊𐤉𐤇𐤅	
H3201	weak-initial	𐤉𐤊𐤋	𐤅𐤊𐤋	𐤉𐤅𐤊𐤋	
H3202	weak-initial	𐤉𐤊𐤋	𐤅𐤊𐤋	𐤉𐤅𐤊𐤋	
H3201	related	𐤉𐤊𐤋	𐤅𐤊𐤋𐤅	𐤉𐤅𐤊𐤋𐤅	
H398	related	𐤀𐤊𐤋	𐤅𐤊𐤋𐤅	𐤉𐤅𐤊𐤋𐤅	
H3205	related	𐤉𐤋𐤃	𐤅𐤋𐤃𐤅	𐤉𐤅𐤋𐤃𐤅	
H3205	related	𐤉𐤋𐤃	𐤅𐤋𐤃𐤅	𐤉𐤅𐤋𐤃𐤅	
H3212	related	𐤉𐤋𐤊	𐤅𐤋𐤉𐤊	𐤉𐤅𐤋𐤉𐤊	
H3212	related	𐤉𐤋𐤊	𐤅𐤋𐤉𐤊	𐤉𐤅𐤋𐤉𐤊	
H3212	related	𐤉𐤋𐤊	𐤅𐤋𐤉𐤊	𐤉𐤅𐤋𐤉𐤊	
H3212	related	𐤉𐤋𐤊	𐤅𐤋𐤉𐤊	𐤉𐤅𐤋𐤉𐤊	
H3212	weak-initial	𐤉𐤋𐤊	𐤅𐤋𐤊	𐤉𐤅𐤋𐤊	
H3212	weak-initial	𐤉𐤋𐤊	𐤅𐤋𐤊	𐤉𐤅𐤋𐤊	
H3212	weak-initial	𐤉𐤋𐤊	𐤅𐤋𐤊	𐤉𐤅𐤋𐤊	
H4191	related	𐤌𐤅𐤕	𐤅𐤌𐤕	𐤉𐤅𐤌𐤕	
H4191	related	𐤌𐤅𐤕	𐤅𐤌𐤕	𐤉𐤅𐤌𐤕	
H4191	related	𐤌𐤅𐤕	𐤅𐤌𐤕𐤅	𐤉𐤅𐤌𐤕𐤅	
H3238	weak-initial	𐤉𐤍𐤄	𐤅𐤍𐤄	𐤉𐤅𐤍𐤄	
H3238	unrelated	𐤉𐤍𐤄	𐤅𐤍𐤅	𐤉𐤅𐤍𐤅	
H5437	related	𐤎𐤁𐤁	𐤅𐤎𐤁	𐤉𐤅𐤎𐤁	
H3254	related	𐤉𐤎𐤐	𐤅𐤎𐤉𐤐	𐤉𐤅𐤎𐤉𐤐	
H3254	related	𐤉𐤎𐤐	𐤅𐤎𐤉𐤐	𐤉𐤅𐤎𐤉𐤐	
H3254	related	𐤉𐤎𐤐	𐤅𐤎𐤉𐤐𐤅	𐤉𐤅𐤎𐤉𐤐𐤅	
H3254	related	𐤉𐤎𐤐	𐤅𐤎𐤉𐤐𐤅	𐤉𐤅𐤎𐤉𐤐𐤅	
H3254	related	𐤉𐤎𐤐	𐤅𐤎𐤐𐤅	𐤉𐤅𐤎𐤐𐤅	
H3254	related	𐤉𐤎𐤐	𐤅𐤎𐤐𐤅	𐤉𐤅𐤎𐤐𐤅	
H3254	related	𐤉𐤎𐤐	𐤅𐤎𐤐𐤅	𐤉𐤅𐤎𐤐𐤅	
H5493	related	𐤎𐤅𐤓	𐤅𐤎𐤓	𐤉𐤅𐤎𐤓	
H3256	weak-initial	𐤉𐤎𐤓	𐤅𐤎𐤓	𐤉𐤅𐤎𐤓	
H3259	weak-initial	𐤉𐤏𐤃	𐤅𐤏𐤃	𐤉𐤅𐤏𐤃	
H3259	related	𐤉𐤏𐤃	𐤅𐤏𐤃𐤅	𐤉𐤅𐤏𐤃𐤅	
H3259	related	𐤉𐤏𐤃	𐤅𐤏𐤉𐤃	𐤉𐤅𐤏𐤉𐤃	
H3276	related	𐤉𐤏𐤋	𐤅𐤏𐤉𐤋	𐤉𐤅𐤏𐤉𐤋	
H3276	related	𐤉𐤏𐤋	𐤅𐤏𐤉𐤋𐤅	𐤉𐤅𐤏𐤉𐤋𐤅	
H3276	related	𐤉𐤏𐤋	𐤅𐤏𐤉𐤋𐤅	𐤉𐤅𐤏𐤉𐤋𐤅	
H3276	related	𐤉𐤏𐤋	𐤅𐤏𐤋𐤅	𐤉𐤅𐤏𐤋𐤅	
H6004	related	𐤏𐤌𐤌	𐤅𐤏𐤌	𐤉𐤅𐤏𐤌	
H3289	weak-initial	𐤉𐤏𐤑	𐤅𐤏𐤑	𐤉𐤅𐤏𐤑	
H3289	related	𐤉𐤏𐤑	𐤅𐤏𐤑𐤅	𐤉𐤅𐤏𐤑𐤅	
H3289	related	𐤉𐤏𐤑	𐤅𐤏𐤑𐤅	𐤉𐤅𐤏𐤑𐤅	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤀𐤅	𐤉𐤅𐤑𐤀𐤅	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤉𐤀𐤅	𐤉𐤅𐤑𐤉𐤀𐤅	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤉𐤀𐤅	𐤉𐤅𐤑𐤉𐤀𐤅	
H3318	related	𐤉𐤑𐤀	𐤅𐤑𐤉𐤀𐤅	𐤉𐤅𐤑𐤉𐤀𐤅	
H3335	weak-initial	𐤉𐤑𐤓	𐤅𐤑𐤓	𐤉𐤅𐤑𐤓	
H3384	unrelated	𐤉𐤓𐤄	𐤅𐤓	𐤉𐤅𐤓	
H3384	unrelated	𐤉𐤓𐤄	𐤅𐤓	𐤉𐤅𐤓	
H3384	unrelated	𐤉𐤓𐤄	𐤅𐤓	𐤉𐤅𐤓	
H3384	unrelated	𐤉𐤓𐤄	𐤅𐤓	𐤉𐤅𐤓	
H3384	unrelated	𐤉𐤓𐤄	𐤅𐤓𐤀	𐤉𐤅𐤓𐤀	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤃𐤅	𐤉𐤅𐤓𐤃𐤅	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤃𐤅	𐤉𐤅𐤓𐤃𐤅	
H3384	weak-initial	𐤉𐤓𐤄	𐤅𐤓𐤄	𐤉𐤅𐤓𐤄	
H3384	unrelated	𐤉𐤓𐤄	𐤅𐤓𐤅	𐤉𐤅𐤓𐤅	
H3384	unrelated	𐤉𐤓𐤄	𐤅𐤓𐤅	𐤉𐤅𐤓𐤅	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤉𐤃𐤅	𐤉𐤅𐤓𐤉𐤃𐤅	
H3381	related	𐤉𐤓𐤃	𐤅𐤓𐤉𐤃𐤅	𐤉𐤅𐤓𐤉𐤃𐤅	
H7311	related	𐤓𐤅𐤌	𐤅𐤓𐤌	𐤉𐤅𐤓𐤌	
H7725	related	𐤔𐤅𐤁	𐤉𐤔𐤁	𐤉𐤅𐤔𐤁	
H7703	related	𐤔𐤃𐤃	𐤅𐤔𐤃	𐤉𐤅𐤔𐤃	
H3447	weak-initial	𐤉𐤔𐤈	𐤅𐤔𐤈	𐤉𐤅𐤔𐤈	
H3427	related	𐤉𐤔𐤁	𐤅𐤔𐤉𐤁𐤅	𐤉𐤅𐤔𐤉𐤁𐤅	
H3427	related	𐤉𐤔𐤁	𐤅𐤔𐤉𐤁𐤅	𐤉𐤅𐤔𐤉𐤁𐤅	
H3427	related	𐤉𐤔𐤁	𐤅𐤔𐤉𐤁𐤉	𐤉𐤅𐤔𐤉𐤁𐤉	
H3447	related	𐤉𐤔𐤈	𐤅𐤔𐤉𐤈	𐤉𐤅𐤔𐤉𐤈	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤉𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤉𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤉𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤉𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤉𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤉𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤉𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏	𐤉𐤅𐤔𐤉𐤏	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏𐤅	𐤉𐤅𐤔𐤉𐤏𐤅	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏𐤅	𐤉𐤅𐤔𐤉𐤏𐤅	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏𐤅	𐤉𐤅𐤔𐤉𐤏𐤅	
H3467	related	𐤉𐤔𐤏	𐤅𐤔𐤉𐤏𐤅	𐤉𐤅𐤔𐤉𐤏𐤅	
H7891	related	𐤔𐤉𐤓	𐤅𐤔𐤓	𐤉𐤅𐤔𐤓	
H7896	related	𐤔𐤉𐤕	𐤅𐤔𐤕	𐤉𐤅𐤔𐤕	
H3498	related	𐤉𐤕𐤓	𐤅𐤕𐤉𐤓	𐤉𐤅𐤕𐤉𐤓	
H3498	weak-initial	𐤉𐤕𐤓	𐤅𐤕𐤓	𐤉𐤅𐤕𐤓	
H3498	weak-initial	𐤉𐤕𐤓	𐤅𐤕𐤓	𐤉𐤅𐤕𐤓	
H3498	weak-initial	𐤉𐤕𐤓	𐤅𐤕𐤓	𐤉𐤅𐤕𐤓	
H3498	weak-initial	𐤉𐤕𐤓	𐤅𐤕𐤓	𐤉𐤅𐤕𐤓	
H3498	related	𐤉𐤕𐤓	𐤅𐤕𐤓𐤅	𐤉𐤅𐤕𐤓𐤅	
H3498	related	𐤉𐤕𐤓	𐤅𐤕𐤓𐤅	𐤉𐤅𐤕𐤓𐤅	
H3498	related	𐤉𐤕𐤓	𐤅𐤕𐤓𐤅	𐤉𐤅𐤕𐤓𐤅	
H5144	related	𐤍𐤆𐤓	𐤆𐤉𐤓	𐤉𐤆𐤉𐤓	
H5140	related	𐤍𐤆𐤋	𐤆𐤋𐤅	𐤉𐤆𐤋𐤅	
H5140	related	𐤍𐤆𐤋	𐤆𐤋𐤅	𐤉𐤆𐤋𐤅	
H2396	related	𐤇𐤆𐤒𐤉𐤄	𐤉𐤇𐤆𐤒𐤉𐤄	𐤉𐤇𐤆𐤒𐤉𐤄	
H2396	related	𐤇𐤆𐤒𐤉𐤄	𐤉𐤇𐤆𐤒𐤉𐤄𐤅	𐤉𐤇𐤆𐤒𐤉𐤄𐤅	
H3179	related	𐤉𐤇𐤌	𐤇𐤌𐤅	𐤉𐤇𐤌𐤅	
H5181	related	𐤍𐤇𐤕	𐤇𐤕𐤅	𐤉𐤇𐤕𐤅	
H5181	related	𐤍𐤇𐤕	𐤇𐤕𐤅	𐤉𐤇𐤕𐤅	
H5186	unrelated	𐤍𐤈𐤄	𐤈𐤅	𐤉𐤈𐤅	
H5186	unrelated	𐤍𐤈𐤄	𐤈𐤅	𐤉𐤈𐤅	
H5186	unrelated	𐤍𐤈𐤄	𐤈𐤅	𐤉𐤈𐤅	
H5190	related	𐤍𐤈𐤋	𐤈𐤅𐤋	𐤉𐤈𐤅𐤋	
H5201	related	𐤍𐤈𐤓	𐤈𐤅𐤓	𐤉𐤈𐤅𐤓	
H5203	related	𐤍𐤈𐤔	𐤈𐤅𐤔	𐤉𐤈𐤅𐤔	
H3190	related	𐤉𐤈𐤁	𐤈𐤉𐤁	𐤉𐤈𐤉𐤁	
H5197	related	𐤍𐤈𐤐	𐤈𐤉𐤐𐤅	𐤉𐤈𐤉𐤐𐤅	
H5193	related	𐤍𐤈𐤏	𐤈𐤏𐤅	𐤉𐤈𐤏𐤅	
H5193	related	𐤍𐤈𐤏	𐤈𐤏𐤅	𐤉𐤈𐤏𐤅	
H5197	related	𐤍𐤈𐤐	𐤈𐤐𐤅	𐤉𐤈𐤐𐤅	
H5197	related	𐤍𐤈𐤐	𐤈𐤐𐤅	𐤉𐤈𐤐𐤅	
H5221	unrelated	𐤍𐤊𐤄	𐤉𐤊	𐤉𐤊	
H5221	unrelated	𐤍𐤊𐤄	𐤊𐤅	𐤉𐤊𐤅	
H5221	unrelated	𐤍𐤊𐤄	𐤊𐤅	𐤉𐤊𐤅	
H5221	unrelated	𐤍𐤊𐤄	𐤊𐤅	𐤉𐤊𐤅	
H5221	unrelated	𐤍𐤊𐤄	𐤊𐤅	𐤉𐤊𐤅	
H5221	unrelated	𐤍𐤊𐤄	𐤊𐤅	𐤉𐤊𐤅	
H5221	unrelated	𐤍𐤊𐤄	𐤊𐤅	𐤉𐤊𐤅	
H5221	unrelated	𐤍𐤊𐤄	𐤊𐤅	𐤉𐤊𐤅	
H3198	related	𐤉𐤊𐤇	𐤊𐤉𐤇	𐤉𐤊𐤉𐤇	
H5234	related	𐤍𐤊𐤓	𐤊𐤉𐤓	𐤉𐤊𐤉𐤓	
H5234	related	𐤍𐤊𐤓	𐤊𐤉𐤓	𐤉𐤊𐤉𐤓	
H5234	related	𐤍𐤊𐤓	𐤊𐤉𐤓	𐤉𐤊𐤉𐤓	
H5234	related	𐤍𐤊𐤓	𐤊𐤉𐤓	𐤉𐤊𐤉𐤓	
H5234	related	𐤍𐤊𐤓	𐤊𐤉𐤓𐤅	𐤉𐤊𐤉𐤓𐤅	
H3201	related	𐤉𐤊𐤋	𐤊𐤋𐤅	𐤉𐤊𐤋𐤅	
H3205	related	𐤉𐤋𐤃	𐤋𐤃𐤅	𐤉𐤋𐤃𐤅	
H3205	related	𐤉𐤋𐤃	𐤋𐤃𐤅	𐤉𐤋𐤃𐤅	
H3205	related	𐤉𐤋𐤃	𐤋𐤃𐤅	𐤉𐤋𐤃𐤅	
H3212	related	𐤉𐤋𐤊	𐤋𐤊𐤅	𐤉𐤋𐤊𐤅	
H3212	related	𐤉𐤋𐤊	𐤋𐤊𐤅	𐤉𐤋𐤊𐤅	
H3212	related	𐤉𐤋𐤊	𐤋𐤊𐤅	𐤉𐤋𐤊𐤅	
H3212	related	𐤉𐤋𐤊	𐤋𐤊𐤅	𐤉𐤋𐤊𐤅	
H5243	related	𐤍𐤌𐤋	𐤌𐤋𐤅	𐤉𐤌𐤋𐤅	
H5012	related	𐤍𐤁𐤀	𐤁𐤀𐤅	𐤉𐤍𐤁𐤀𐤅	
H5060	related	𐤍𐤂𐤏	𐤂𐤏𐤅	𐤉𐤍𐤂𐤏𐤅	
H5062	related	𐤍𐤂𐤐	𐤂𐤐𐤅	𐤉𐤍𐤂𐤐𐤅	
H3046	related	𐤉𐤃𐤏	𐤍𐤃𐤏𐤅𐤍	𐤉𐤍𐤃𐤏𐤅𐤍	
H5091	related	𐤍𐤄𐤄	𐤄𐤅𐤄	𐤉𐤍𐤄𐤅	
H5128	related	𐤍𐤅𐤏	𐤅𐤏𐤅	𐤉𐤍𐤅𐤏𐤅	
H5144	related	𐤍𐤆𐤓	𐤆𐤓𐤅	𐤉𐤍𐤆𐤓𐤅	
H5144	related	𐤍𐤆𐤓	𐤆𐤓𐤅	𐤉𐤍𐤆𐤓𐤅	
H3240	related	𐤉𐤍𐤇	𐤍𐤇𐤅	𐤉𐤍𐤇𐤅	
H5162	related	𐤍𐤇𐤌	𐤇𐤌𐤅	𐤉𐤍𐤇𐤌𐤅	
H5186	unrelated	𐤍𐤈𐤄	𐤈𐤅	𐤉𐤍𐤈𐤅	
H5203	related	𐤍𐤈𐤔	𐤈𐤔𐤅	𐤉𐤍𐤈𐤔𐤅	
H3240	related	𐤉𐤍𐤇	𐤍𐤉𐤇	𐤉𐤍𐤉𐤇	
H3240	related	𐤉𐤍𐤇	𐤍𐤉𐤇	𐤉𐤍𐤉𐤇	
H3240	related	𐤉𐤍𐤇	𐤍𐤉𐤇	𐤉𐤍𐤉𐤇	
H3240	related	𐤉𐤍𐤇	𐤍𐤉𐤇	𐤉𐤍𐤉𐤇	
H3240	related	𐤉𐤍𐤇	𐤍𐤉𐤇	𐤉𐤍𐤉𐤇	
H3240	related	𐤉𐤍𐤇	𐤍𐤉𐤇𐤅	𐤉𐤍𐤉𐤇𐤅	
H3240	related	𐤉𐤍𐤇	𐤍𐤉𐤇𐤅	𐤉𐤍𐤉𐤇𐤅	
H3240	related	𐤉𐤍𐤇	𐤍𐤉𐤇𐤅	𐤉𐤍𐤉𐤇𐤅	
H5287	related	𐤍𐤏𐤓	𐤏𐤓𐤅	𐤉𐤍𐤏𐤓𐤅	
H5327	related	𐤍𐤑𐤄	𐤑𐤅𐤄	𐤉𐤍𐤑𐤅	
H5327	related	𐤍𐤑𐤄	𐤑𐤅𐤄	𐤉𐤍𐤑𐤅	
H5337	related	𐤍𐤑𐤋	𐤑𐤋𐤅	𐤉𐤍𐤑𐤋𐤅	
H5358	related	𐤍𐤒𐤌	𐤒𐤌𐤅	𐤉𐤍𐤒𐤌𐤅	
H5375	related	𐤍𐤔𐤀	𐤔𐤀𐤅	𐤉𐤍𐤔𐤀𐤅	
H5375	related	𐤍𐤔𐤀	𐤔𐤅𐤀	𐤉𐤍𐤔𐤅𐤀	
H5414	related	𐤍𐤕𐤍	𐤕𐤍𐤅	𐤉𐤍𐤕𐤍𐤅	
H5414	related	𐤍𐤕𐤍	𐤕𐤍𐤅	𐤉𐤍𐤕𐤍𐤅	
H5423	related	𐤍𐤕𐤒	𐤕𐤒𐤅	𐤉𐤍𐤕𐤒𐤅	
H5423	related	𐤍𐤕𐤒	𐤕𐤒𐤅	𐤉𐤍𐤕𐤒𐤅	
H5428	related	𐤍𐤕𐤔	𐤕𐤔𐤅	𐤉𐤍𐤕𐤔𐤅	
H5255	related	𐤍𐤎𐤇	𐤎𐤇𐤅	𐤉𐤎𐤇𐤅	
H5258	related	𐤍𐤎𐤊	𐤎𐤉𐤊𐤅	𐤉𐤎𐤉𐤊𐤅	
H3254	related	𐤉𐤎𐤐	𐤎𐤉𐤐	𐤉𐤎𐤉𐤐	
H3254	related	𐤉𐤎𐤐	𐤎𐤉𐤐	𐤉𐤎𐤉𐤐	
H3254	related	𐤉𐤎𐤐	𐤎𐤉𐤐𐤅	𐤉𐤎𐤉𐤐𐤅	
H3254	related	𐤉𐤎𐤐	𐤎𐤉𐤐𐤅	𐤉𐤎𐤉𐤐𐤅	
H5258	related	𐤍𐤎𐤊	𐤎𐤊𐤅	𐤉𐤎𐤊𐤅	
H5265	related	𐤍𐤎𐤏	𐤎𐤏𐤅	𐤉𐤎𐤏𐤅	
H5265	related	𐤍𐤎𐤏	𐤎𐤏𐤅	𐤉𐤎𐤏𐤅	
H5265	related	𐤍𐤎𐤏	𐤎𐤏𐤅	𐤉𐤎𐤏𐤅	
H5265	related	𐤍𐤎𐤏	𐤎𐤏𐤅	𐤉𐤎𐤏𐤅	
H3254	related	𐤉𐤎𐤐	𐤎𐤐𐤅	𐤉𐤎𐤐𐤅	
H3254	related	𐤉𐤎𐤐	𐤎𐤐𐤅	𐤉𐤎𐤐𐤅	
H3259	related	𐤉𐤏𐤃	𐤏𐤉𐤃	𐤉𐤏𐤉𐤃	
H3276	related	𐤉𐤏𐤋	𐤏𐤉𐤋𐤅	𐤉𐤏𐤉𐤋𐤅	
H5975	related	𐤏𐤌𐤃	𐤉𐤏𐤌𐤃𐤍𐤄	𐤉𐤏𐤌𐤃𐤍𐤄	
H3286	related	𐤉𐤏𐤐	𐤏𐤐𐤅	𐤉𐤏𐤐𐤅	
H6098	related	𐤏𐤑𐤄	𐤉𐤏𐤑𐤉	𐤉𐤏𐤑𐤉	
H5307	related	𐤍𐤐𐤋	𐤐𐤅𐤋	𐤉𐤐𐤅𐤋	
H5307	related	𐤍𐤐𐤋	𐤐𐤉𐤋	𐤉𐤐𐤉𐤋	
H5307	related	𐤍𐤐𐤋	𐤐𐤉𐤋	𐤉𐤐𐤉𐤋	
H5307	related	𐤍𐤐𐤋	𐤐𐤉𐤋𐤅	𐤉𐤐𐤉𐤋𐤅	
H5307	related	𐤍𐤐𐤋	𐤐𐤉𐤋𐤅	𐤉𐤐𐤉𐤋𐤅	
H6329	related	𐤐𐤅𐤒	𐤉𐤐𐤉𐤒	𐤉𐤐𐤉𐤒	
H5307	related	𐤍𐤐𐤋	𐤐𐤋𐤅	𐤉𐤐𐤋𐤅	
H5307	related	𐤍𐤐𐤋	𐤐𐤋𐤅	𐤉𐤐𐤋𐤅	
H5307	related	𐤍𐤐𐤋	𐤐𐤋𐤅	𐤉𐤐𐤋𐤅	
H3318	related	𐤉𐤑𐤀	𐤑𐤀𐤅	𐤉𐤑𐤀𐤅	
H3318	related	𐤉𐤑𐤀	𐤑𐤀𐤅	𐤉𐤑𐤀𐤅	
H3318	related	𐤉𐤑𐤀	𐤑𐤀𐤅	𐤉𐤑𐤀𐤅	
H3318	related	𐤉𐤑𐤀	𐤑𐤀𐤅	𐤉𐤑𐤀𐤅	
H6634	related	𐤑𐤁𐤀	𐤉𐤑𐤁𐤀	𐤉𐤑𐤁𐤀	
H5324	related	𐤍𐤑𐤁	𐤑𐤁𐤅	𐤉𐤑𐤁𐤅	
H3322	related	𐤉𐤑𐤂	𐤑𐤂𐤅	𐤉𐤑𐤂𐤅	
H3318	related	𐤉𐤑𐤀	𐤑𐤉𐤀𐤅	𐤉𐤑𐤉𐤀𐤅	
H3318	related	𐤉𐤑𐤀	𐤑𐤉𐤀𐤅	𐤉𐤑𐤉𐤀𐤅	
H5324	related	𐤍𐤑𐤁	𐤑𐤉𐤁	𐤉𐤑𐤉𐤁	
H5324	related	𐤍𐤑𐤁	𐤑𐤉𐤁	𐤉𐤑𐤉𐤁	
H3322	related	𐤉𐤑𐤂	𐤑𐤉𐤂𐤅	𐤉𐤑𐤉𐤂𐤅	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤉𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤉𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤉𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤉𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤉𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤉𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤉𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤉𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤉𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋	𐤉𐤑𐤉𐤋	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋𐤅	𐤉𐤑𐤉𐤋𐤅	
H5337	related	𐤍𐤑𐤋	𐤑𐤉𐤋𐤅	𐤉𐤑𐤉𐤋𐤅	
H3331	related	𐤉𐤑𐤏	𐤑𐤉𐤏	𐤉𐤑𐤉𐤏	
H3341	related	𐤉𐤑𐤕	𐤑𐤉𐤕𐤅	𐤉𐤑𐤉𐤕𐤅	
H3332	related	𐤉𐤑𐤒	𐤑𐤒𐤅	𐤉𐤑𐤒𐤅	
H3332	related	𐤉𐤑𐤒	𐤑𐤒𐤅	𐤉𐤑𐤒𐤅	
H3334	related	𐤉𐤑𐤓	𐤑𐤓𐤅	𐤉𐤑𐤓𐤅	
H5341	related	𐤍𐤑𐤓	𐤑𐤓𐤅	𐤉𐤑𐤓𐤅	
H3334	related	𐤉𐤑𐤓	𐤑𐤓𐤅	𐤉𐤑𐤓𐤅	
H5341	related	𐤍𐤑𐤓	𐤑𐤓𐤅	𐤉𐤑𐤓𐤅	
H3341	related	𐤉𐤑𐤕	𐤑𐤕𐤅	𐤉𐤑𐤕𐤅	
H3341	related	𐤉𐤑𐤕	𐤑𐤕𐤅	𐤉𐤑𐤕𐤅	
H5358	related	𐤍𐤒𐤌	𐤒𐤅𐤌	𐤉𐤒𐤅𐤌	
H3947	related	𐤋𐤒𐤇	𐤒𐤇𐤅	𐤉𐤒𐤇𐤅	
H3947	related	𐤋𐤒𐤇	𐤒𐤇𐤅	𐤉𐤒𐤇𐤅	
H3947	related	𐤋𐤒𐤇	𐤒𐤇𐤅	𐤉𐤒𐤇𐤅	
H3947	related	𐤋𐤒𐤇	𐤒𐤇𐤅	𐤉𐤒𐤇𐤅	
H3947	related	𐤋𐤒𐤇	𐤒𐤇𐤅	𐤉𐤒𐤇𐤅	
H3363	related	𐤉𐤒𐤏	𐤒𐤉𐤏	𐤉𐤒𐤉𐤏	
H5362	related	𐤍𐤒𐤐	𐤒𐤉𐤐𐤅	𐤉𐤒𐤉𐤐𐤅	
H5362	related	𐤍𐤒𐤐	𐤒𐤐𐤅	𐤉𐤒𐤐𐤅	
H5365	related	𐤍𐤒𐤓	𐤒𐤓𐤅	𐤉𐤒𐤓𐤅	
H7139	related	𐤒𐤓𐤇	𐤉𐤒𐤓𐤇𐤄	𐤉𐤒𐤓𐤇𐤄	
H3372	related	𐤉𐤓𐤀	𐤓𐤀𐤄	𐤉𐤓𐤀𐤄	
H3384	unrelated	𐤉𐤓𐤄	𐤓𐤀𐤅	𐤉𐤓𐤀𐤅	
H3372	related	𐤉𐤓𐤀	𐤓𐤀𐤅	𐤉𐤓𐤀𐤅	
H3372	related	𐤉𐤓𐤀	𐤓𐤀𐤅	𐤉𐤓𐤀𐤅	
H3372	related	𐤉𐤓𐤀	𐤓𐤀𐤅	𐤉𐤓𐤀𐤅	
H7287	related	𐤓𐤃𐤄	𐤉𐤓𐤃	𐤉𐤓𐤃	
H3381	related	𐤉𐤓𐤃	𐤓𐤃𐤅	𐤉𐤓𐤃𐤅	
