ref	english_word	web_strongs	web_translit	oshb_strongs_in_that_verse
14:2:13	sent	H7971	Shalach	H1121 H802 H4480 H1323 H1835 H9000 H1 H376 H6876 H3045 H9005 H6213 H9003 H2091 H3701 H5178 H1270 H68 H6086 H713 H8504 H948 H3758 H6605 H3605 H6603 H2803 H4284 H834 H5414 H5973 H2450 H113 H1732
14:2:13	understanding	H998	Bayanah	H1121 H802 H4480 H1323 H1835 H9000 H1 H376 H6876 H3045 H9005 H6213 H9003 H2091 H3701 H5178 H1270 H68 H6086 H713 H8504 H948 H3758 H6605 H3605 H6603 H2803 H4284 H834 H5414 H5973 H2450 H113 H1732
14:2:13	Huram	H2361	Chawaram	H1121 H802 H4480 H1323 H1835 H9000 H1 H376 H6876 H3045 H9005 H6213 H9003 H2091 H3701 H5178 H1270 H68 H6086 H713 H8504 H948 H3758 H6605 H3605 H6603 H2803 H4284 H834 H5414 H5973 H2450 H113 H1732
14:2:14	son	H1121	Ban	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	woman	H802	Ashah	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	daughters	H1323	Bath	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	of	H1835	Dan	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	father	H1	Ab	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	man	H376	Ayash	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	Tyre	H6876	Tzaray	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	work	H6213	Ishah	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	gold	H2091	Zahab	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	silver	H3701	Kasap	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	brass	H5178	Nachashath	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	iron	H1270	Barazal	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	stone	H68	Aban	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	timber	H6086	Itz	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	purple	H713	Aragaman	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	blue	H8504	Thakalath	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	fine	H948	Bawatz	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	crimson	H3758	Karamayal	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	engrave	H6605	Pathach	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	devise	H2803	Chashab	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	device	H4284	Machashabah	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	place	H5414	Nathan	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	men	H2450	Chakam	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	men	H2450	Chakam	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	David	H1732	Dawad	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:14	father	H1	Ab	H9000 H6258 H9009 H2406 H8184 H8081 H3196 H834 H559 H113 H7971 H9005 H5650
14:2:15	wheat	H2406	Chatah	H9000 H587 H3772 H6086 H4480 H9009 H3844 H9004 H3605 H6878 H935 H9005 H7513 H5921 H3220 H3305 H859 H5927 H853 H3389
14:2:15	barley	H8184	Shairah	H9000 H587 H3772 H6086 H4480 H9009 H3844 H9004 H3605 H6878 H935 H9005 H7513 H5921 H3220 H3305 H859 H5927 H853 H3389
