SN-vs-root consistency audit
========================================================================
Database:      /home/claude/paleo-studio/surface-index.db
Strongs-roots: server/lexicon/strongs-roots.json

Totals
------
Rows scanned:                              23,737
Rows where tagged SN's root letters are
  NOT all present in the surface form:     5,753
Of those, with a plausible alternative:    5,701
  - found in all_strongs (co-attested):    445
  - found via broad search only:           5,256

HIGH confidence (413)
------------------------------------------------------------------------
Exactly one alternative SN co-attested for this surface in the corpus.
Safest candidates for the override file.

  word_raw        tagged    tagged_root       suggested  suggested_root  pos
  𐤀𐤔𐤓𐤉𐤌      H842      𐤀𐤔𐤓𐤄        H833      𐤀𐤔𐤓          subs
      candidates: H833→𐤀𐤔𐤓, H834→𐤀𐤔𐤓, H835→𐤀𐤔𐤓, H836→𐤀𐤔𐤓, H837→𐤀𐤔𐤓, H838→𐤀𐤔𐤓, H839→𐤀𐤔𐤓, H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H534→𐤀𐤌𐤉𐤓, H566→𐤀𐤌𐤓𐤉, H567→𐤀𐤌𐤓𐤉
  𐤀𐤔𐤕          H802      𐤀𐤔𐤄          H784      𐤀𐤔            subs
      candidates: H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H7612→𐤔𐤀𐤕, H7613→𐤔𐤀𐤕, H852→𐤀𐤕
  𐤀𐤔𐤕𐤅        H802      𐤀𐤔𐤄          H784      𐤀𐤔            subs
      candidates: H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H225→𐤀𐤅𐤕, H226→𐤀𐤅𐤕, H7612→𐤔𐤀𐤕
  𐤀𐤔𐤕𐤅𐤋𐤋𐤅  H4480     𐤀𐤔𐤕𐤅𐤋𐤋    H784      𐤀𐤔            verb
      candidates: H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H200→𐤀𐤅𐤋𐤕, H434→𐤀𐤋𐤅𐤋, H435→𐤀𐤋𐤅𐤋
  𐤀𐤔𐤕𐤉        H802      𐤀𐤔𐤄          H784      𐤀𐤔            subs
      candidates: H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H376→𐤀𐤉𐤔, H377→𐤀𐤉𐤔, H863→𐤀𐤕𐤉
  𐤀𐤔𐤕𐤉𐤅      H8355     𐤀𐤔𐤕𐤉        H784      𐤀𐤔            verb
      candidates: H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H2060→𐤅𐤔𐤕𐤉, H3101→𐤉𐤅𐤀𐤔, H188→𐤀𐤅𐤉
  𐤀𐤔𐤕𐤊        H802      𐤀𐤔𐤄          H784      𐤀𐤔            subs
      candidates: H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H810→𐤀𐤔𐤊, H3806→𐤊𐤕𐤔, H7612→𐤔𐤀𐤕
  𐤀𐤔𐤕𐤌𐤄      H851      𐤀𐤔𐤕𐤌𐤏      H784      𐤀𐤔            nmpr
      candidates: H784→𐤀𐤔, H785→𐤀𐤔, H786→𐤀𐤔, H787→𐤀𐤔, H819→𐤀𐤔𐤌𐤄, H4858→𐤌𐤔𐤀𐤄, H4859→𐤌𐤔𐤀𐤄
  𐤀𐤔𐤕𐤌𐤓      H6664     𐤔𐤕𐤌𐤓        H8365     𐤔𐤕𐤌          verb
      candidates: H8365→𐤔𐤕𐤌, H8351→𐤔𐤕, H8352→𐤔𐤕, H8353→𐤔𐤕, H4863→𐤌𐤔𐤀𐤓𐤕, H782→𐤀𐤓𐤔𐤕, H4864→𐤌𐤔𐤀𐤕
  𐤀𐤕𐤀          H858      𐤀𐤕𐤄          H852      𐤀𐤕            verb
      candidates: H852→𐤀𐤕, H853→𐤀𐤕, H854→𐤀𐤕, H855→𐤀𐤕, H8372→𐤕𐤀
  𐤀𐤕𐤁𐤅𐤍𐤍    H995      𐤁𐤅𐤍𐤍        H8394     𐤕𐤁𐤅𐤍        verb
      candidates: H8394→𐤕𐤁𐤅𐤍, H608→𐤀𐤍𐤕𐤅𐤍, H209→𐤀𐤅𐤍𐤍, H581→𐤀𐤍𐤅𐤍
  𐤀𐤕𐤅𐤃𐤏      H3045     𐤉𐤃𐤏          H8420     𐤕𐤅            verb
      candidates: H8420→𐤕𐤅, H5715→𐤏𐤃𐤅𐤕, H6259→𐤏𐤕𐤅𐤃, H6260→𐤏𐤕𐤅𐤃
  𐤀𐤕𐤅𐤔        H5428     𐤍𐤕𐤔          H8420     𐤕𐤅            verb
      candidates: H8420→𐤕𐤅, H225→𐤀𐤅𐤕, H226→𐤀𐤅𐤕, H7612→𐤔𐤀𐤕
  𐤀𐤕𐤉𐤍        H4437     𐤌𐤋𐤊𐤅        H863      𐤀𐤕𐤉          subs
      candidates: H863→𐤀𐤕𐤉, H852→𐤀𐤕, H853→𐤀𐤕, H854→𐤀𐤕, H855→𐤀𐤕, H386→𐤀𐤉𐤕𐤍, H387→𐤀𐤉𐤕𐤍, H867→𐤀𐤕𐤍𐤉
  𐤀𐤕𐤉𐤏𐤈𐤅    H3705     𐤀𐤕𐤉𐤏𐤈      H863      𐤀𐤕𐤉          verb
      candidates: H863→𐤀𐤕𐤉, H852→𐤀𐤕, H853→𐤀𐤕, H854→𐤀𐤕, H855→𐤀𐤕, H5758→𐤏𐤅𐤉𐤀, H5762→𐤏𐤅𐤉𐤕, H5793→𐤏𐤅𐤕𐤉
  𐤀𐤕𐤉𐤒        H862      𐤀𐤕𐤅𐤒        H863      𐤀𐤕𐤉          subs
      candidates: H863→𐤀𐤕𐤉, H852→𐤀𐤕, H853→𐤀𐤕, H854→𐤀𐤕, H855→𐤀𐤕, H6893→𐤒𐤀𐤕, H335→𐤀𐤉, H336→𐤀𐤉
  𐤀𐤕𐤉𐤒𐤉𐤌    H862      𐤀𐤕𐤅𐤒        H863      𐤀𐤕𐤉          subs
      candidates: H863→𐤀𐤕𐤉, H852→𐤀𐤕, H853→𐤀𐤕, H854→𐤀𐤕, H855→𐤀𐤕, H383→𐤀𐤉𐤕𐤉, H573→𐤀𐤌𐤕𐤉, H3356→𐤉𐤒𐤉𐤌
  𐤀𐤕𐤍𐤕        H860      𐤀𐤕𐤅𐤍        H852      𐤀𐤕            subs
      candidates: H852→𐤀𐤕, H853→𐤀𐤕, H854→𐤀𐤕, H855→𐤀𐤕, H8383→𐤕𐤀𐤍, H8384→𐤕𐤀𐤍, H575→𐤀𐤍
  𐤀𐤕𐤑          H5422     𐤍𐤕𐤑          H852      𐤀𐤕            verb
      candidates: H852→𐤀𐤕, H853→𐤀𐤕, H854→𐤀𐤕
  𐤀𐤕𐤕          H226      𐤀𐤅𐤕          H852      𐤀𐤕            subs
      candidates: H852→𐤀𐤕, H853→𐤀𐤕, H854→𐤀𐤕, H855→𐤀𐤕, H8372→𐤕𐤀
  𐤀𐤕𐤕𐤉        H226      𐤀𐤅𐤕          H852      𐤀𐤕            subs
      candidates: H852→𐤀𐤕, H853→𐤀𐤕, H854→𐤀𐤕, H855→𐤀𐤕, H863→𐤀𐤕𐤉, H3509→𐤉𐤕𐤕, H335→𐤀𐤉
  𐤀𐤕𐤕𐤌        H226      𐤀𐤅𐤕          H852      𐤀𐤕            subs
      candidates: H852→𐤀𐤕, H853→𐤀𐤕, H854→𐤀𐤕, H855→𐤀𐤕, H571→𐤀𐤌𐤕, H864→𐤀𐤕𐤌, H4991→𐤌𐤕𐤕
  𐤁𐤀            H935      𐤁𐤅𐤀          H1        𐤀𐤁            verb
      candidates: H1→𐤀𐤁, H2→𐤀𐤁, H3→𐤀𐤁
  𐤁𐤀𐤄          H935      𐤁𐤅𐤀          H14       𐤀𐤁𐤄          verb
      candidates: H14→𐤀𐤁𐤄, H15→𐤀𐤁𐤄, H16→𐤀𐤁𐤄
  𐤁𐤀𐤉          H935      𐤁𐤅𐤀          H21       𐤀𐤁𐤉          verb
      candidates: H21→𐤀𐤁𐤉, H340→𐤀𐤉𐤁, H341→𐤀𐤉𐤁
  𐤁𐤀𐤉𐤄        H935      𐤁𐤅𐤀          H29       𐤀𐤁𐤉𐤄        verb
      candidates: H29→𐤀𐤁𐤉𐤄, H342→𐤀𐤉𐤁𐤄, H14→𐤀𐤁𐤄
  𐤁𐤀𐤉𐤌        H935      𐤁𐤅𐤀          H38       𐤀𐤁𐤉𐤌        verb
      candidates: H38→𐤀𐤁𐤉𐤌, H21→𐤀𐤁𐤉, H340→𐤀𐤉𐤁
  𐤁𐤀𐤉𐤔𐤕𐤀    H873      𐤁𐤀𐤉𐤔𐤕𐤀    H3006     𐤉𐤁𐤔𐤕        adjv
      candidates: H3006→𐤉𐤁𐤔𐤕, H3007→𐤉𐤁𐤔𐤕, H7615→𐤔𐤁𐤀𐤉
  𐤁𐤀𐤊          H935      𐤁𐤅𐤀          H55       𐤀𐤁𐤊          verb
      candidates: H55→𐤀𐤁𐤊, H1056→𐤁𐤊𐤀, H1057→𐤁𐤊𐤀
  𐤁𐤀𐤊𐤄        H935      𐤁𐤀𐤊𐤄        H14       𐤀𐤁𐤄          verb
      candidates: H14→𐤀𐤁𐤄, H15→𐤀𐤁𐤄, H16→𐤀𐤁𐤄
  𐤁𐤀𐤊𐤌        H935      𐤁𐤅𐤀          H4341     𐤌𐤊𐤀𐤁        verb
      candidates: H4341→𐤌𐤊𐤀𐤁, H55→𐤀𐤁𐤊, H1056→𐤁𐤊𐤀
  𐤁𐤀𐤌          H935      𐤁𐤅𐤀          H1        𐤀𐤁            verb
      candidates: H1→𐤀𐤁, H2→𐤀𐤁, H3→𐤀𐤁
  𐤁𐤀𐤍          H935      𐤁𐤅𐤀          H68       𐤀𐤁𐤍          verb
      candidates: H68→𐤀𐤁𐤍, H69→𐤀𐤁𐤍, H70→𐤀𐤁𐤍
  𐤁𐤀𐤍𐤄        H935      𐤁𐤀𐤍𐤄        H71       𐤀𐤁𐤍𐤄        verb
      candidates: H71→𐤀𐤁𐤍𐤄, H14→𐤀𐤁𐤄, H15→𐤀𐤁𐤄
  𐤁𐤀𐤕          H935      𐤁𐤅𐤀          H88       𐤀𐤁𐤕          verb
      candidates: H88→𐤀𐤁𐤕, H8373→𐤕𐤀𐤁, H8374→𐤕𐤀𐤁
  𐤁𐤀𐤕𐤄        H935      𐤁𐤀𐤕𐤄        H8375     𐤕𐤀𐤁𐤄        verb
      candidates: H8375→𐤕𐤀𐤁𐤄, H14→𐤀𐤁𐤄, H15→𐤀𐤁𐤄
  𐤁𐤀𐤕𐤉        H935      𐤁𐤅𐤀          H21       𐤀𐤁𐤉          verb
      candidates: H21→𐤀𐤁𐤉, H88→𐤀𐤁𐤕, H340→𐤀𐤉𐤁
  𐤁𐤀𐤕𐤌        H935      𐤁𐤅𐤀          H88       𐤀𐤁𐤕          verb
      candidates: H88→𐤀𐤁𐤕, H571→𐤀𐤌𐤕, H864→𐤀𐤕𐤌
  𐤁𐤀𐤕𐤍𐤅      H268      𐤀𐤇𐤅𐤓        H860      𐤀𐤕𐤅𐤍        verb
      candidates: H860→𐤀𐤕𐤅𐤍, H861→𐤀𐤕𐤅𐤍, H5022→𐤍𐤁𐤅𐤕
  𐤁𐤂𐤃𐤕𐤉𐤊    H7694     𐤔𐤂𐤋          H898      𐤁𐤂𐤃          subs
      candidates: H898→𐤁𐤂𐤃, H899→𐤁𐤂𐤃, H897→𐤁𐤂, H1068→𐤁𐤊𐤉𐤕, H3517→𐤊𐤁𐤃𐤕, H1004→𐤁𐤉𐤕
  𐤁𐤄𐤋𐤅𐤕      H928      𐤁𐤄𐤋𐤄        H926      𐤁𐤄𐤋          subs
      candidates: H926→𐤁𐤄𐤋, H927→𐤁𐤄𐤋, H1330→𐤁𐤕𐤅𐤋𐤄, H1329→𐤁𐤕𐤅𐤋, H8422→𐤕𐤅𐤁𐤋
  𐤁𐤄𐤌𐤕        H929      𐤁𐤄𐤌𐤄        H1116     𐤁𐤌𐤄          subs
      candidates: H1116→𐤁𐤌𐤄, H1117→𐤁𐤌𐤄, H1326→𐤁𐤕𐤄
  𐤁𐤄𐤌𐤕𐤅      H929      𐤁𐤄𐤌𐤄        H930      𐤁𐤄𐤌𐤅𐤕      subs
      candidates: H930→𐤁𐤄𐤌𐤅𐤕, H1120→𐤁𐤌𐤅𐤕, H8415→𐤕𐤄𐤅𐤌
  𐤁𐤄𐤌𐤕𐤉𐤍𐤅  H8641     𐤕𐤓𐤅𐤌𐤄      H930      𐤁𐤄𐤌𐤅𐤕      subs
      candidates: H930→𐤁𐤄𐤌𐤅𐤕, H4983→𐤌𐤕𐤍𐤉𐤄, H5032→𐤍𐤁𐤉𐤅𐤕
  𐤁𐤄𐤌𐤕𐤊      H929      𐤁𐤄𐤌𐤄        H4385     𐤌𐤊𐤕𐤁        subs
      candidates: H4385→𐤌𐤊𐤕𐤁, H4386→𐤌𐤊𐤕𐤄, H1058→𐤁𐤊𐤄
  𐤁𐤄𐤌𐤕𐤊𐤌    H929      𐤁𐤄𐤌𐤄        H3643     𐤊𐤌𐤄𐤌        subs
      candidates: H3643→𐤊𐤌𐤄𐤌, H4385→𐤌𐤊𐤕𐤁, H4386→𐤌𐤊𐤕𐤄
  𐤁𐤄𐤌𐤕𐤌      H929      𐤁𐤄𐤌𐤄        H1116     𐤁𐤌𐤄          subs
      candidates: H1116→𐤁𐤌𐤄, H1117→𐤁𐤌𐤄, H1326→𐤁𐤕𐤄
  𐤁𐤄𐤌𐤕𐤍𐤅    H929      𐤁𐤄𐤌𐤄        H930      𐤁𐤄𐤌𐤅𐤕      subs
      candidates: H930→𐤁𐤄𐤌𐤅𐤕, H8541→𐤕𐤌𐤄𐤅𐤍, H8544→𐤕𐤌𐤅𐤍𐤄
  𐤁𐤅𐤆𐤉𐤌      H959      𐤁𐤆𐤄          H936      𐤁𐤅𐤆          verb
      candidates: H936→𐤁𐤅𐤆, H937→𐤁𐤅𐤆, H938→𐤁𐤅𐤆, H940→𐤁𐤅𐤆𐤉, H941→𐤁𐤅𐤆𐤉, H942→𐤁𐤅𐤉
  𐤁𐤅𐤈𐤄        H981      𐤁𐤅𐤈𐤄        H922      𐤁𐤄𐤅          verb
      candidates: H922→𐤁𐤄𐤅, H923→𐤁𐤄𐤈, H2052→𐤅𐤄𐤁
  𐤁𐤅𐤍𐤉𐤅      H1129     𐤁𐤍𐤄          H1131     𐤁𐤍𐤅𐤉        verb
      candidates: H1131→𐤁𐤍𐤅𐤉, H5109→𐤍𐤅𐤁𐤉, H942→𐤁𐤅𐤉
  𐤁𐤅𐤒𐤄        H346      𐤀𐤉𐤄          H950      𐤁𐤅𐤒𐤄        subs
      candidates: H950→𐤁𐤅𐤒𐤄, H922→𐤁𐤄𐤅, H933→𐤁𐤄𐤒
  𐤁𐤅𐤓 𐤏𐤔𐤍   H3565     𐤊𐤅𐤓𐤏𐤔𐤍    H952      𐤁𐤅𐤓          nmpr
      candidates: H952→𐤁𐤅𐤓, H953→𐤁𐤅𐤓, H6162→𐤏𐤓𐤁𐤅𐤍, H6241→𐤏𐤔𐤓𐤅𐤍, H7459→𐤓𐤏𐤁𐤅𐤍
  𐤁𐤆𐤅𐤉        H959      𐤁𐤆𐤅𐤉        H957      𐤁𐤆            verb
      candidates: H957→𐤁𐤆, H940→𐤁𐤅𐤆𐤉, H941→𐤁𐤅𐤆𐤉, H936→𐤁𐤅𐤆
  𐤁𐤆𐤅𐤍𐤅      H962      𐤁𐤆𐤆          H957      𐤁𐤆            verb
      candidates: H957→𐤁𐤆, H936→𐤁𐤅𐤆, H937→𐤁𐤅𐤆, H938→𐤁𐤅𐤆
  𐤁𐤆𐤉𐤍𐤅      H959      𐤁𐤆𐤄          H957      𐤁𐤆            verb
      candidates: H957→𐤁𐤆, H963→𐤁𐤆𐤉𐤅𐤍, H940→𐤁𐤅𐤆𐤉, H941→𐤁𐤅𐤆𐤉
  𐤁𐤆𐤉𐤕        H959      𐤁𐤆𐤉𐤕        H957      𐤁𐤆            verb
      candidates: H957→𐤁𐤆, H1004→𐤁𐤉𐤕, H1005→𐤁𐤉𐤕, H1006→𐤁𐤉𐤕
  𐤁𐤉𐤀          H935      𐤁𐤅𐤀          H994      𐤁𐤉            verb
      candidates: H994→𐤁𐤉, H21→𐤀𐤁𐤉, H340→𐤀𐤉𐤁, H341→𐤀𐤉𐤁
  𐤁𐤉𐤍𐤕        H998      𐤁𐤉𐤍𐤄        H995      𐤁𐤉𐤍          subs
      candidates: H995→𐤁𐤉𐤍, H996→𐤁𐤉𐤍, H997→𐤁𐤉𐤍, H994→𐤁𐤉, H1055→𐤁𐤉𐤕𐤍, H5410→𐤍𐤕𐤉𐤁, H8402→𐤕𐤁𐤍𐤉
  𐤁𐤉𐤍𐤕𐤊      H998      𐤁𐤉𐤍𐤄        H995      𐤁𐤉𐤍          subs
      candidates: H995→𐤁𐤉𐤍, H996→𐤁𐤉𐤍, H997→𐤁𐤉𐤍, H994→𐤁𐤉, H1055→𐤁𐤉𐤕𐤍, H1068→𐤁𐤊𐤉𐤕, H5410→𐤍𐤕𐤉𐤁
  𐤁𐤉𐤍𐤕𐤊𐤌    H998      𐤁𐤉𐤍𐤄        H995      𐤁𐤉𐤍          subs
      candidates: H995→𐤁𐤉𐤍, H996→𐤁𐤉𐤍, H997→𐤁𐤉𐤍, H994→𐤁𐤉, H4344→𐤌𐤊𐤁𐤍𐤉, H1055→𐤁𐤉𐤕𐤍, H1066→𐤁𐤊𐤉𐤌
  𐤁𐤉𐤑𐤉        H1000     𐤁𐤉𐤑𐤄        H994      𐤁𐤉            subs
      candidates: H994→𐤁𐤉, H3330→𐤉𐤑𐤉𐤁, H1209→𐤁𐤑𐤉, H3320→𐤉𐤑𐤁
  𐤁𐤉𐤑𐤉𐤌      H1000     𐤁𐤉𐤑𐤄        H994      𐤁𐤉            subs
      candidates: H994→𐤁𐤉, H3330→𐤉𐤑𐤉𐤁, H1209→𐤁𐤑𐤉, H2992→𐤉𐤁𐤌
  𐤁𐤉𐤕 𐤃𐤂𐤍   H1016     𐤁𐤉𐤕𐤃𐤂𐤅𐤍  H1004     𐤁𐤉𐤕          nmpr
      candidates: H1004→𐤁𐤉𐤕, H1005→𐤁𐤉𐤕, H1006→𐤁𐤉𐤕, H994→𐤁𐤉, H904→𐤁𐤂𐤕𐤍, H1055→𐤁𐤉𐤕𐤍, H1527→𐤂𐤉𐤍𐤕
  𐤁𐤉𐤕 𐤄𐤉𐤔𐤉𐤌𐤕  H1020     𐤁𐤉𐤕𐤄𐤉𐤔𐤉𐤌𐤅𐤕  H1004     𐤁𐤉𐤕          nmpr
      candidates: H1004→𐤁𐤉𐤕, H1005→𐤁𐤉𐤕, H1006→𐤁𐤉𐤕, H994→𐤁𐤉, H3451→𐤉𐤔𐤉𐤌𐤄, H4993→𐤌𐤕𐤕𐤉𐤄, H1315→𐤁𐤔𐤌𐤕
  𐤁𐤉𐤕 𐤄𐤉𐤔𐤌𐤅𐤕  H1020     𐤁𐤉𐤕𐤄𐤉𐤔𐤉𐤌𐤅𐤕  H1004     𐤁𐤉𐤕          nmpr
      candidates: H1004→𐤁𐤉𐤕, H1005→𐤁𐤉𐤕, H1006→𐤁𐤉𐤕, H994→𐤁𐤉, H3143→𐤉𐤅𐤔𐤁𐤉𐤄, H930→𐤁𐤄𐤌𐤅𐤕, H3451→𐤉𐤔𐤉𐤌𐤄
  𐤁𐤉𐤕 𐤄𐤉𐤔𐤌𐤕  H1020     𐤁𐤉𐤕𐤄𐤉𐤔𐤉𐤌𐤅𐤕  H1004     𐤁𐤉𐤕          nmpr
      candidates: H1004→𐤁𐤉𐤕, H1005→𐤁𐤉𐤕, H1006→𐤁𐤉𐤕, H994→𐤁𐤉, H3451→𐤉𐤔𐤉𐤌𐤄, H4993→𐤌𐤕𐤕𐤉𐤄, H1315→𐤁𐤔𐤌𐤕
  𐤁𐤉𐤕 𐤇𐤅𐤓𐤍  H1032     𐤁𐤉𐤕𐤇𐤅𐤓𐤅𐤍  H1004     𐤁𐤉𐤕          nmpr
      candidates: H1004→𐤁𐤉𐤕, H1005→𐤁𐤉𐤕, H1006→𐤁𐤉𐤕, H994→𐤁𐤉, H2276→𐤇𐤁𐤓𐤅𐤍𐤉, H979→𐤁𐤇𐤓𐤅𐤕, H1133→𐤁𐤍𐤇𐤅𐤓
  𐤁𐤉𐤕 𐤇𐤍𐤍   H358      𐤀𐤉𐤋𐤅𐤍𐤁𐤉𐤕𐤇𐤍𐤍  H1004     𐤁𐤉𐤕          nmpr
      candidates: H1004→𐤁𐤉𐤕, H1005→𐤁𐤉𐤕, H1006→𐤁𐤉𐤕, H994→𐤁𐤉, H971→𐤁𐤇𐤉𐤍, H1055→𐤁𐤉𐤕𐤍, H1146→𐤁𐤍𐤉𐤍
  𐤁𐤉𐤕 𐤇𐤓𐤅𐤍  H1032     𐤁𐤉𐤕𐤇𐤅𐤓𐤅𐤍  H1004     𐤁𐤉𐤕          nmpr
      candidates: H1004→𐤁𐤉𐤕, H1005→𐤁𐤉𐤕, H1006→𐤁𐤉𐤕, H994→𐤁𐤉, H2276→𐤇𐤁𐤓𐤅𐤍𐤉, H979→𐤁𐤇𐤓𐤅𐤕, H1133→𐤁𐤍𐤇𐤅𐤓
  𐤁𐤉𐤕 𐤇𐤓𐤍   H1032     𐤁𐤉𐤕𐤇𐤅𐤓𐤅𐤍  H1004     𐤁𐤉𐤕          nmpr
      candidates: H1004→𐤁𐤉𐤕, H1005→𐤁𐤉𐤕, H1006→𐤁𐤉𐤕, H994→𐤁𐤉, H971→𐤁𐤇𐤉𐤍, H972→𐤁𐤇𐤉𐤓, H1055→𐤁𐤉𐤕𐤍
  𐤁𐤉𐤕 𐤌𐤏𐤅𐤍  H1010     𐤁𐤉𐤕𐤁𐤏𐤋𐤌𐤏𐤅𐤍  H1004     𐤁𐤉𐤕          nmpr
      candidates: H1004→𐤁𐤉𐤕, H1005→𐤁𐤉𐤕, H1006→𐤁𐤉𐤕, H994→𐤁𐤉, H1161→𐤁𐤏𐤅𐤕𐤉𐤌, H4587→𐤌𐤏𐤅𐤍𐤕𐤉, H5985→𐤏𐤌𐤅𐤍𐤉𐤕
  𐤁𐤉𐤕 𐤌𐤓𐤊𐤁𐤅𐤕  H1024     𐤁𐤉𐤕𐤄𐤌𐤓𐤊𐤁𐤅𐤕  H1004     𐤁𐤉𐤕          nmpr
      candidates: H1004→𐤁𐤉𐤕, H1005→𐤁𐤉𐤕, H1006→𐤁𐤉𐤕, H994→𐤁𐤉, H1337→𐤁𐤕𐤓𐤁𐤉𐤌, H3748→𐤊𐤓𐤉𐤕𐤅𐤕, H1033→𐤁𐤉𐤕𐤊𐤓
  𐤁𐤉𐤕 𐤔𐤍     H1052     𐤁𐤉𐤕𐤔𐤀𐤍    H1004     𐤁𐤉𐤕          nmpr
      candidates: H1004→𐤁𐤉𐤕, H1005→𐤁𐤉𐤕, H1006→𐤁𐤉𐤕, H994→𐤁𐤉, H1055→𐤁𐤉𐤕𐤍, H3006→𐤉𐤁𐤔𐤕, H3007→𐤉𐤁𐤔𐤕
  𐤁𐤊𐤀          H2428     𐤇𐤉𐤋          H1056     𐤁𐤊𐤀          subs
      candidates: H1056→𐤁𐤊𐤀, H1057→𐤁𐤊𐤀, H55→𐤀𐤁𐤊, H3510→𐤊𐤀𐤁, H3511→𐤊𐤀𐤁
  𐤁𐤊𐤅          H1058     𐤁𐤊𐤄          H943      𐤁𐤅𐤊          verb
      candidates: H943→𐤁𐤅𐤊, H3552→𐤊𐤅𐤁, H3551→𐤊𐤅
  𐤁𐤊𐤅𐤕        H1058     𐤁𐤊𐤄          H943      𐤁𐤅𐤊          verb
      candidates: H943→𐤁𐤅𐤊, H956→𐤁𐤅𐤕, H3552→𐤊𐤅𐤁
  𐤁𐤊𐤓          H1060     𐤁𐤊𐤅𐤓        H1069     𐤁𐤊𐤓          subs
      candidates: H1069→𐤁𐤊𐤓, H1070→𐤁𐤊𐤓, H1071→𐤁𐤊𐤓, H1288→𐤁𐤓𐤊, H1289→𐤁𐤓𐤊, H1290→𐤁𐤓𐤊
  𐤁𐤊𐤓𐤅𐤕      H1073     𐤁𐤊𐤓𐤄        H1069     𐤁𐤊𐤓          subs
      candidates: H1069→𐤁𐤊𐤓, H1070→𐤁𐤊𐤓, H1071→𐤁𐤊𐤓, H1064→𐤁𐤊𐤅𐤓𐤕, H1060→𐤁𐤊𐤅𐤓, H1061→𐤁𐤊𐤅𐤓
  𐤁𐤊𐤓𐤊        H1060     𐤁𐤊𐤅𐤓        H1069     𐤁𐤊𐤓          subs
      candidates: H1069→𐤁𐤊𐤓, H1070→𐤁𐤊𐤓, H1071→𐤁𐤊𐤓, H3749→𐤊𐤓𐤊𐤁, H1288→𐤁𐤓𐤊, H1289→𐤁𐤓𐤊
  𐤁𐤊𐤓𐤕        H1062     𐤁𐤊𐤅𐤓𐤄      H1069     𐤁𐤊𐤓          subs
      candidates: H1069→𐤁𐤊𐤓, H1070→𐤁𐤊𐤓, H1071→𐤁𐤊𐤓, H1288→𐤁𐤓𐤊, H1289→𐤁𐤓𐤊, H1290→𐤁𐤓𐤊
  𐤁𐤊𐤓𐤕𐤅      H1062     𐤁𐤊𐤅𐤓𐤄      H1069     𐤁𐤊𐤓          subs
      candidates: H1069→𐤁𐤊𐤓, H1070→𐤁𐤊𐤓, H1071→𐤁𐤊𐤓, H1064→𐤁𐤊𐤅𐤓𐤕, H1060→𐤁𐤊𐤅𐤓, H1061→𐤁𐤊𐤅𐤓
  𐤁𐤊𐤓𐤕𐤉      H1062     𐤁𐤊𐤅𐤓𐤄      H1069     𐤁𐤊𐤓          subs
      candidates: H1069→𐤁𐤊𐤓, H1070→𐤁𐤊𐤓, H1071→𐤁𐤊𐤓, H1033→𐤁𐤉𐤕𐤊𐤓, H1068→𐤁𐤊𐤉𐤕, H1075→𐤁𐤊𐤓𐤉
  𐤁𐤊𐤓𐤕𐤊      H1062     𐤁𐤊𐤅𐤓𐤄      H1069     𐤁𐤊𐤓          subs
      candidates: H1069→𐤁𐤊𐤓, H1070→𐤁𐤊𐤓, H1071→𐤁𐤊𐤓, H3749→𐤊𐤓𐤊𐤁, H1288→𐤁𐤓𐤊, H1289→𐤁𐤓𐤊
  𐤁𐤋𐤄𐤅𐤕      H1091     𐤁𐤋𐤄𐤄        H1086     𐤁𐤋𐤄          subs
      candidates: H1086→𐤁𐤋𐤄, H1087→𐤁𐤋𐤄, H1088→𐤁𐤋𐤄, H1089→𐤁𐤋𐤄, H1077→𐤁𐤋, H1078→𐤁𐤋, H1079→𐤁𐤋, H1330→𐤁𐤕𐤅𐤋𐤄, H1329→𐤁𐤕𐤅𐤋, H8422→𐤕𐤅𐤁𐤋
  𐤁𐤋𐤅𐤕        H1087     𐤁𐤋𐤄          H1077     𐤁𐤋            adjv
      candidates: H1077→𐤁𐤋, H1078→𐤁𐤋, H1079→𐤁𐤋, H1329→𐤁𐤕𐤅𐤋, H8422→𐤕𐤅𐤁𐤋, H944→𐤁𐤅𐤋
  𐤁𐤋𐤉𐤌        H1087     𐤁𐤋𐤄          H1077     𐤁𐤋            adjv
      candidates: H1077→𐤁𐤋, H1078→𐤁𐤋, H1079→𐤁𐤋, H1097→𐤁𐤋𐤉, H1102→𐤁𐤋𐤌, H2986→𐤉𐤁𐤋
  𐤁𐤋𐤕𐤅        H1086     𐤁𐤋𐤄          H1077     𐤁𐤋            verb
      candidates: H1077→𐤁𐤋, H1078→𐤁𐤋, H1079→𐤁𐤋, H1329→𐤁𐤕𐤅𐤋, H8422→𐤕𐤅𐤁𐤋, H944→𐤁𐤅𐤋
